referrer,views_total,views_unique
Google,95,53
github.com,52,25
time-series-features.gitbook.io,20,10
chatgpt.com,10,5
sciencedirect.com,8,7
paperswithcode.com,8,3
tsfresh.readthedocs.io,7,4
medium.com,4,1
test.zhangsan.cool,4,1
Bing,3,3
