referrer,views_total,views_unique
Google,245,58
github.com,50,17
medium.com,16,12
chatgpt.com,9,4
tsfresh.readthedocs.io,8,5
time-series-features.gitbook.io,6,5
sciencedirect.com,4,2
freedium.cfd,4,2
opentimeseries.com,3,3
Bing,3,2
