referrer,views_total,views_unique
Google,102,55
github.com,42,25
tsfresh.readthedocs.io,27,9
time-series-features.gitbook.io,17,10
Bing,11,4
cn.bing.com,5,4
benfulcher.github.io,5,3
link.springer.com,4,1
wiki.projekt.uni-hannover.de,3,1
figshare.com,3,1
