referrer,views_total,views_unique
Google,271,59
github.com,34,14
medium.com,11,9
tsfresh.readthedocs.io,9,6
time-series-features.gitbook.io,9,4
chatgpt.com,6,2
sciencedirect.com,4,2
Bing,3,2
nature.com,3,2
freedium.cfd,3,1
