referrer,views_total,views_unique
Google,123,60
github.com,46,24
time-series-features.gitbook.io,9,7
chatgpt.com,7,3
sciencedirect.com,6,5
tsfresh.readthedocs.io,6,5
paperswithcode.com,6,2
medium.com,4,1
test.zhangsan.cool,4,1
cn.bing.com,3,3
